Transmitter,TransmitterName,State,NextState,T_lower,T_upper,Setup
H307-1902-33468,33468,IC,{'DTH'},0.0,10.0,2020
H307-1902-3347,3347,IC,{'DTH'},0.0,10.0,2020
H307-1902-33470,33470,IC,{'DTH'},0.0,10.0,2020
H307-1902-33472,33472,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33472,33472,BAY,{'IC'},952283.0,952293.0,2020
H307-1902-33472,33472,IC,{'DTH'},0.0,10.0,2020
H307-1902-33474,33474,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33479,33479,IC,{'BAY'},0.0,10.0,2020
H307-1902-33479,33479,BAY,{'RGT'},2719893.0,2719903.0,2020
H307-1902-33479,33479,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33484,33484,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33486,33486,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33493,33493,IC,{'DTH'},0.0,10.0,2020
H307-1902-33495,33495,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33497,33497,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33498,33498,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33499,33499,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33502,33502,IC,{'DTH'},0.0,10.0,2020
H307-1902-33503,33503,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33504,33504,IC,{'DTH'},0.0,10.0,2020
H307-1902-33505,33505,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33508,33508,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3351,3351,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33517,33517,IC,{'DTH'},0.0,10.0,2020
H307-1902-33521,33521,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33522,33522,IC,{'DTH'},0.0,10.0,2020
H307-1902-33526,33526,RGT,{'DTH'},4346289.0,4346299.0,2020
H307-1902-33527,33527,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33528,33528,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33530,33530,IC,{'DTH'},1475711.0,1475721.0,2020
H307-1902-33534,33534,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33535,33535,IC,{'DTH'},0.0,10.0,2020
H307-1902-3354,3354,IC,{'DTH'},0.0,10.0,2020
H307-1902-33542,33542,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33545,33545,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33545,33545,BAY,{'IC'},4179954.0,4179964.0,2020
H307-1902-33545,33545,IC,{'DTH'},0.0,10.0,2020
H307-1902-33549,33549,IC,{'DTH'},0.0,10.0,2020
H307-1902-3355,3355,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33552,33552,IC,{'DTH'},0.0,10.0,2020
H307-1902-33555,33555,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33558,33558,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33564,33564,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33565,33565,IC,{'DTH'},0.0,10.0,2020
H307-1902-33567,33567,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33568,33568,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3357,3357,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33576,33576,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33576,33576,BAY,{'IC'},626446.0,626456.0,2020
H307-1902-33576,33576,IC,{'DTH'},1579660.0,1579670.0,2020
H307-1902-33578,33578,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33578,33578,BAY,{'IC'},1096245.0,1096255.0,2020
H307-1902-33578,33578,IC,{'DTH'},7766881.0,7766891.0,2020
H307-1902-3358,3358,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33582,33582,IC,{'DTH'},0.0,10.0,2020
H307-1902-33584,33584,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33585,33585,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33586,33586,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33587,33587,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33589,33589,IC,{'DTH'},0.0,10.0,2020
H307-1902-33591,33591,IC,{'DTH'},1578337.0,1578347.0,2020
H307-1902-33592,33592,IC,{'DTH'},0.0,10.0,2020
H307-1902-33593,33593,RGT,{'DTH'},2881780.0,2881790.0,2020
H307-1902-33594,33594,IC,{'BAY'},0.0,10.0,2020
H307-1902-33594,33594,BAY,{'RGT'},4847754.0,4847764.0,2020
H307-1902-33594,33594,RGT,{'DTH'},811626.0,811636.0,2020
H307-1902-33596,33596,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33596,33596,BAY,{'IC'},4147547.0,4147557.0,2020
H307-1902-33596,33596,IC,{'BAY'},0.0,10.0,2020
H307-1902-33596,33596,BAY,{'RGT'},318492.0,318502.0,2020
H307-1902-33596,33596,RGT,{'DTH'},6499217.0,6499227.0,2020
H307-1902-33598,33598,IC,{'DTH'},0.0,10.0,2020
H307-1902-336,336,IC,{'DTH'},0.0,10.0,2020
H307-1902-3360,3360,IC,{'DTH'},0.0,10.0,2020
H307-1902-33600,33600,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33604,33604,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33605,33605,RGT,{'DTH'},8950351.0,8950361.0,2020
H307-1902-33607,33607,IC,{'DTH'},0.0,10.0,2020
H307-1902-33608,33608,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33613,33613,IC,{'BAY'},0.0,10.0,2020
H307-1902-33613,33613,BAY,{'RGT'},7708961.0,7708971.0,2020
H307-1902-33613,33613,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33618,33618,IC,{'DTH'},0.0,10.0,2020
H307-1902-3362,3362,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33621,33621,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33622,33622,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33627,33627,IC,{'DTH'},0.0,10.0,2020
H307-1902-33630,33630,IC,{'DTH'},0.0,10.0,2020
H307-1902-33632,33632,IC,{'DTH'},0.0,10.0,2020
H307-1902-3364,3364,IC,{'DTH'},5297135.0,5297145.0,2020
H307-1902-33641,33641,IC,{'DTH'},0.0,10.0,2020
H307-1902-33644,33644,IC,{'DTH'},0.0,10.0,2020
H307-1902-33653,33653,IC,{'DTH'},947545.0,947555.0,2020
H307-1902-33654,33654,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33655,33655,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33655,33655,BAY,{'IC'},593782.0,593792.0,2020
H307-1902-33655,33655,IC,{'DTH'},0.0,10.0,2020
H307-1902-33658,33658,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33661,33661,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33663,33663,IC,{'DTH'},0.0,10.0,2020
H307-1902-33665,33665,IC,{'DTH'},0.0,10.0,2020
H307-1902-33666,33666,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33668,33668,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33681,33681,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33682,33682,IC,{'BAY'},0.0,10.0,2020
H307-1902-33682,33682,BAY,{'RGT'},5551115.0,5551125.0,2020
H307-1902-33682,33682,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3369,3369,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33691,33691,RGT,{'DTH'},6089566.0,6089576.0,2020
H307-1902-33693,33693,IC,{'DTH'},0.0,10.0,2020
H307-1902-33695,33695,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33696,33696,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33697,33697,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33697,33697,BAY,{'IC'},4839764.0,4839774.0,2020
H307-1902-33697,33697,IC,{'DTH'},0.0,10.0,2020
H307-1902-33698,33698,IC,{'DTH'},0.0,10.0,2020
H307-1902-33704,33704,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33705,33705,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33706,33706,IC,{'DTH'},7714584.0,7714594.0,2020
H307-1902-33707,33707,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33707,33707,BAY,{'IC'},1614353.0,1614363.0,2020
H307-1902-33707,33707,IC,{'DTH'},0.0,10.0,2020
H307-1902-3371,3371,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33710,33710,IC,{'DTH'},0.0,10.0,2020
H307-1902-33713,33713,IC,{'DTH'},0.0,10.0,2020
H307-1902-33716,33716,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33719,33719,IC,{'DTH'},0.0,10.0,2020
H307-1902-3372,3372,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33720,33720,IC,{'DTH'},4431720.0,4431730.0,2020
H307-1902-33723,33723,IC,{'DTH'},0.0,10.0,2020
H307-1902-33727,33727,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33727,33727,BAY,{'IC'},8756319.0,8756329.0,2020
H307-1902-33727,33727,IC,{'DTH'},0.0,10.0,2020
H307-1902-33728,33728,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3373,3373,IC,{'DTH'},0.0,10.0,2020
H307-1902-33731,33731,IC,{'DTH'},0.0,10.0,2020
H307-1902-33734,33734,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3374,3374,RGT,{'BAY'},0.0,10.0,2020
H307-1902-3374,3374,BAY,{'IC'},2699731.0,2699741.0,2020
H307-1902-3374,3374,IC,{'DTH'},0.0,10.0,2020
H307-1902-33740,33740,IC,{'DTH'},0.0,10.0,2020
H307-1902-33742,33742,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33751,33751,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33756,33756,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33757,33757,IC,{'BAY'},0.0,10.0,2020
H307-1902-33757,33757,BAY,{'RGT'},5261452.0,5261462.0,2020
H307-1902-33757,33757,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33757,33757,BAY,{'IC'},585304.0,585314.0,2020
H307-1902-33757,33757,IC,{'DTH'},0.0,10.0,2020
H307-1902-33761,33761,RGT,{'DTH'},523613.0,523623.0,2020
H307-1902-33764,33764,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33765,33765,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33769,33769,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33769,33769,BAY,{'IC'},1595919.0,1595929.0,2020
H307-1902-33769,33769,IC,{'DTH'},1108905.0,1108915.0,2020
H307-1902-3377,3377,RGT,{'DTH'},8380647.0,8380657.0,2020
H307-1902-33770,33770,IC,{'BAY'},0.0,10.0,2020
H307-1902-33770,33770,BAY,{'RGT'},7947941.0,7947951.0,2020
H307-1902-33770,33770,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33773,33773,IC,{'DTH'},0.0,10.0,2020
H307-1902-33774,33774,RGT,{'DTH'},11806686.0,11806696.0,2020
H307-1902-33783,33783,IC,{'DTH'},0.0,10.0,2020
H307-1902-33785,33785,IC,{'DTH'},0.0,10.0,2020
H307-1902-33786,33786,IC,{'DTH'},0.0,10.0,2020
H307-1902-3379,3379,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33791,33791,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33792,33792,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33794,33794,IC,{'DTH'},0.0,10.0,2020
H307-1902-33795,33795,RGT,{'DTH'},522742.0,522752.0,2020
H307-1902-33798,33798,RGT,{'DTH'},0.0,10.0,2020
H307-1902-338,338,RGT,{'BAY'},0.0,10.0,2020
H307-1902-338,338,BAY,{'IC'},3870860.0,3870870.0,2020
H307-1902-338,338,IC,{'BAY'},0.0,10.0,2020
H307-1902-338,338,BAY,{'RGT'},2225905.0,2225915.0,2020
H307-1902-338,338,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33804,33804,IC,{'DTH'},4989428.0,4989438.0,2020
H307-1902-33806,33806,RGT,{'DTH'},6338492.0,6338502.0,2020
H307-1902-33807,33807,IC,{'DTH'},0.0,10.0,2020
H307-1902-33810,33810,IC,{'DTH'},0.0,10.0,2020
H307-1902-33811,33811,IC,{'DTH'},0.0,10.0,2020
H307-1902-33813,33813,RGT,{'DTH'},11471111.0,11471121.0,2020
H307-1902-33814,33814,IC,{'DTH'},0.0,10.0,2020
H307-1902-33816,33816,RGT,{'DTH'},6587933.0,6587943.0,2020
H307-1902-33820,33820,IC,{'DTH'},0.0,10.0,2020
H307-1902-33827,33827,IC,{'DTH'},0.0,10.0,2020
H307-1902-3383,3383,RGT,{'BAY'},841330.0,841340.0,2020
H307-1902-3383,3383,BAY,{'IC'},10563363.0,10563373.0,2020
H307-1902-3383,3383,IC,{'DTH'},0.0,10.0,2020
H307-1902-33830,33830,IC,{'DTH'},0.0,10.0,2020
H307-1902-33833,33833,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33834,33834,IC,{'DTH'},0.0,10.0,2020
H307-1902-33837,33837,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33842,33842,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33844,33844,IC,{'DTH'},0.0,10.0,2020
H307-1902-33852,33852,IC,{'DTH'},0.0,10.0,2020
H307-1902-33853,33853,IC,{'DTH'},0.0,10.0,2020
H307-1902-33856,33856,IC,{'DTH'},1048569.0,1048579.0,2020
H307-1902-33857,33857,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33858,33858,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33858,33858,BAY,{'IC'},9708304.0,9708314.0,2020
H307-1902-33858,33858,IC,{'DTH'},0.0,10.0,2020
H307-1902-33861,33861,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33866,33866,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33868,33868,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3387,3387,IC,{'DTH'},0.0,10.0,2020
H307-1902-33871,33871,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33876,33876,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33877,33877,IC,{'DTH'},0.0,10.0,2020
H307-1902-33878,33878,RGT,{'BAY'},2630080.0,2630090.0,2020
H307-1902-33878,33878,BAY,{'IC'},6256496.0,6256506.0,2020
H307-1902-33878,33878,IC,{'DTH'},0.0,10.0,2020
H307-1902-3388,3388,IC,{'DTH'},0.0,10.0,2020
H307-1902-33886,33886,IC,{'DTH'},1894620.0,1894630.0,2020
H307-1902-33890,33890,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33897,33897,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33898,33898,IC,{'BAY'},0.0,10.0,2020
H307-1902-33898,33898,BAY,{'RGT'},5383922.0,5383932.0,2020
H307-1902-33898,33898,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33899,33899,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33905,33905,IC,{'DTH'},1723898.0,1723908.0,2020
H307-1902-33906,33906,IC,{'DTH'},0.0,10.0,2020
H307-1902-33907,33907,IC,{'DTH'},0.0,10.0,2020
H307-1902-33908,33908,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33911,33911,IC,{'DTH'},0.0,10.0,2020
H307-1902-33921,33921,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33923,33923,IC,{'DTH'},0.0,10.0,2020
H307-1902-33924,33924,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33929,33929,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3393,3393,IC,{'DTH'},0.0,10.0,2020
H307-1902-33936,33936,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33938,33938,IC,{'DTH'},0.0,10.0,2020
H307-1902-33939,33939,IC,{'DTH'},0.0,10.0,2020
H307-1902-33940,33940,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33943,33943,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33949,33949,IC,{'BAY'},0.0,10.0,2020
H307-1902-33949,33949,BAY,{'RGT'},4990849.0,4990859.0,2020
H307-1902-33949,33949,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3395,3395,IC,{'DTH'},0.0,10.0,2020
H307-1902-33951,33951,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33953,33953,IC,{'DTH'},0.0,10.0,2020
H307-1902-33955,33955,RGT,{'BAY'},0.0,10.0,2020
H307-1902-33955,33955,BAY,{'IC'},610874.0,610884.0,2020
H307-1902-33955,33955,IC,{'DTH'},0.0,10.0,2020
H307-1902-33956,33956,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33957,33957,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33961,33961,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33968,33968,IC,{'DTH'},0.0,10.0,2020
H307-1902-33972,33972,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33973,33973,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33975,33975,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33978,33978,RGT,{'DTH'},886767.0,886777.0,2020
H307-1902-33980,33980,IC,{'DTH'},0.0,10.0,2020
H307-1902-33987,33987,IC,{'DTH'},3384824.0,3384834.0,2020
H307-1902-33989,33989,IC,{'DTH'},0.0,10.0,2020
H307-1902-33990,33990,IC,{'DTH'},0.0,10.0,2020
H307-1902-33993,33993,RGT,{'DTH'},0.0,10.0,2020
H307-1902-33997,33997,IC,{'DTH'},0.0,10.0,2020
H307-1902-34004,34004,RGT,{'DTH'},7983094.0,7983104.0,2020
H307-1902-34007,34007,IC,{'DTH'},0.0,10.0,2020
H307-1902-34011,34011,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34013,34013,IC,{'DTH'},4531872.0,4531882.0,2020
H307-1902-34016,34016,RGT,{'BAY'},5729949.0,5729959.0,2020
H307-1902-34016,34016,BAY,{'IC'},3933853.0,3933863.0,2020
H307-1902-34016,34016,IC,{'DTH'},0.0,10.0,2020
H307-1902-3402,3402,IC,{'DTH'},0.0,10.0,2020
H307-1902-34021,34021,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34024,34024,RGT,{'DTH'},10156230.0,10156240.0,2020
H307-1902-34025,34025,IC,{'DTH'},0.0,10.0,2020
H307-1902-34026,34026,IC,{'DTH'},0.0,10.0,2020
H307-1902-3403,3403,IC,{'DTH'},0.0,10.0,2020
H307-1902-34030,34030,IC,{'DTH'},0.0,10.0,2020
H307-1902-34033,34033,IC,{'DTH'},0.0,10.0,2020
H307-1902-3404,3404,IC,{'BAY'},0.0,10.0,2020
H307-1902-3404,3404,BAY,{'RGT'},1482519.0,1482529.0,2020
H307-1902-3404,3404,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34047,34047,IC,{'DTH'},0.0,10.0,2020
H307-1902-34048,34048,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34050,34050,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34051,34051,RGT,{'BAY'},0.0,10.0,2020
H307-1902-34051,34051,BAY,{'IC'},4583870.0,4583880.0,2020
H307-1902-34051,34051,IC,{'DTH'},0.0,10.0,2020
H307-1902-34052,34052,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34053,34053,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34057,34057,IC,{'DTH'},0.0,10.0,2020
H307-1902-34058,34058,RGT,{'BAY'},0.0,10.0,2020
H307-1902-34058,34058,BAY,{'IC'},523538.0,523548.0,2020
H307-1902-34058,34058,IC,{'BAY'},0.0,10.0,2020
H307-1902-34058,34058,BAY,{'RGT'},3666207.0,3666217.0,2020
H307-1902-34058,34058,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3406,3406,IC,{'DTH'},0.0,10.0,2020
H307-1902-34060,34060,IC,{'DTH'},0.0,10.0,2020
H307-1902-34061,34061,IC,{'DTH'},0.0,10.0,2020
H307-1902-34062,34062,IC,{'DTH'},0.0,10.0,2020
H307-1902-34066,34066,RGT,{'DTH'},2330517.0,2330527.0,2020
H307-1902-34070,34070,RGT,{'BAY'},0.0,10.0,2020
H307-1902-34070,34070,BAY,{'IC'},3514755.0,3514765.0,2020
H307-1902-34070,34070,IC,{'DTH'},0.0,10.0,2020
H307-1902-34072,34072,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34074,34074,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3408,3408,RGT,{'BAY'},2039604.0,2039614.0,2020
H307-1902-3408,3408,BAY,{'IC'},2587438.0,2587448.0,2020
H307-1902-3408,3408,IC,{'DTH'},0.0,10.0,2020
H307-1902-34081,34081,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34082,34082,IC,{'DTH'},0.0,10.0,2020
H307-1902-34083,34083,IC,{'DTH'},0.0,10.0,2020
H307-1902-34087,34087,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34089,34089,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34091,34091,IC,{'DTH'},0.0,10.0,2020
H307-1902-34093,34093,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34097,34097,RGT,{'DTH'},0.0,10.0,2020
H307-1902-341,341,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34100,34100,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34101,34101,IC,{'DTH'},3645183.0,3645193.0,2020
H307-1902-34111,34111,IC,{'DTH'},0.0,10.0,2020
H307-1902-34112,34112,IC,{'DTH'},0.0,10.0,2020
H307-1902-34115,34115,RGT,{'DTH'},6125487.0,6125497.0,2020
H307-1902-34116,34116,IC,{'DTH'},0.0,10.0,2020
H307-1902-34118,34118,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3412,3412,IC,{'BAY'},0.0,10.0,2020
H307-1902-3412,3412,BAY,{'RGT'},2789139.0,2789149.0,2020
H307-1902-3412,3412,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34125,34125,IC,{'DTH'},0.0,10.0,2020
H307-1902-34133,34133,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34136,34136,IC,{'DTH'},0.0,10.0,2020
H307-1902-34138,34138,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34141,34141,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34142,34142,IC,{'DTH'},0.0,10.0,2020
H307-1902-34143,34143,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34149,34149,IC,{'DTH'},0.0,10.0,2020
H307-1902-3415,3415,IC,{'DTH'},638520.0,638530.0,2020
H307-1902-34156,34156,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34159,34159,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34163,34163,IC,{'DTH'},0.0,10.0,2020
H307-1902-34167,34167,IC,{'DTH'},0.0,10.0,2020
H307-1902-34172,34172,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34174,34174,RGT,{'DTH'},276824.0,276834.0,2020
H307-1902-34179,34179,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34180,34180,IC,{'DTH'},0.0,10.0,2020
H307-1902-34182,34182,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34187,34187,RGT,{'DTH'},4243001.0,4243011.0,2020
H307-1902-34193,34193,RGT,{'BAY'},1182567.0,1182577.0,2020
H307-1902-34193,34193,BAY,{'IC'},3018724.0,3018734.0,2020
H307-1902-34193,34193,IC,{'DTH'},575220.0,575230.0,2020
H307-1902-34199,34199,IC,{'BAY'},0.0,10.0,2020
H307-1902-34199,34199,BAY,{'RGT'},5003201.0,5003211.0,2020
H307-1902-34199,34199,RGT,{'DTH'},0.0,10.0,2020
H307-1902-342,342,IC,{'DTH'},0.0,10.0,2020
H307-1902-34207,34207,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34208,34208,IC,{'DTH'},0.0,10.0,2020
H307-1902-34209,34209,IC,{'DTH'},0.0,10.0,2020
H307-1902-34210,34210,IC,{'BAY'},0.0,10.0,2020
H307-1902-34210,34210,BAY,{'RGT'},3946166.0,3946176.0,2020
H307-1902-34210,34210,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34213,34213,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34214,34214,IC,{'DTH'},0.0,10.0,2020
H307-1902-34215,34215,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3422,3422,IC,{'DTH'},0.0,10.0,2020
H307-1902-34221,34221,IC,{'DTH'},0.0,10.0,2020
H307-1902-34224,34224,IC,{'DTH'},0.0,10.0,2020
H307-1902-34225,34225,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34230,34230,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34232,34232,IC,{'DTH'},2157910.0,2157920.0,2020
H307-1902-34234,34234,IC,{'DTH'},0.0,10.0,2020
H307-1902-34235,34235,IC,{'DTH'},0.0,10.0,2020
H307-1902-34240,34240,RGT,{'DTH'},756795.0,756805.0,2020
H307-1902-34242,34242,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34243,34243,IC,{'DTH'},0.0,10.0,2020
H307-1902-34248,34248,IC,{'DTH'},0.0,10.0,2020
H307-1902-34249,34249,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3425,3425,IC,{'DTH'},0.0,10.0,2020
H307-1902-34250,34250,IC,{'BAY'},0.0,10.0,2020
H307-1902-34250,34250,BAY,{'RGT'},6878408.0,6878418.0,2020
H307-1902-34250,34250,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34253,34253,IC,{'DTH'},0.0,10.0,2020
H307-1902-34258,34258,IC,{'DTH'},2674311.0,2674321.0,2020
H307-1902-34259,34259,RGT,{'BAY'},0.0,10.0,2020
H307-1902-34259,34259,BAY,{'IC'},3873043.0,3873053.0,2020
H307-1902-34259,34259,IC,{'DTH'},0.0,10.0,2020
H307-1902-34261,34261,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34264,34264,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34265,34265,IC,{'DTH'},0.0,10.0,2020
H307-1902-34267,34267,IC,{'BAY'},0.0,10.0,2020
H307-1902-34267,34267,BAY,{'RGT'},1831890.0,1831900.0,2020
H307-1902-34267,34267,RGT,{'DTH'},0.0,10.0,2020
H307-1902-3427,3427,RGT,{'DTH'},949052.0,949062.0,2020
H307-1902-34272,34272,IC,{'DTH'},0.0,10.0,2020
H307-1902-34275,34275,IC,{'DTH'},0.0,10.0,2020
H307-1902-34278,34278,IC,{'BAY'},3469982.0,3469992.0,2020
H307-1902-34278,34278,BAY,{'RGT'},5726.0,5736.0,2020
H307-1902-34278,34278,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34279,34279,RGT,{'DTH'},2502524.0,2502534.0,2020
H307-1902-3428,3428,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34280,34280,RGT,{'DTH'},8209519.0,8209529.0,2020
H307-1902-34281,34281,IC,{'DTH'},0.0,10.0,2020
H307-1902-34283,34283,IC,{'DTH'},0.0,10.0,2020
H307-1902-34287,34287,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34291,34291,RGT,{'BAY'},0.0,10.0,2020
H307-1902-34291,34291,BAY,{'IC'},2543413.0,2543423.0,2020
H307-1902-34291,34291,IC,{'DTH'},0.0,10.0,2020
H307-1902-34296,34296,RGT,{'DTH'},0.0,10.0,2020
H307-1902-343,343,IC,{'DTH'},0.0,10.0,2020
H307-1902-34300,34300,IC,{'DTH'},0.0,10.0,2020
H307-1902-34302,34302,RGT,{'BAY'},0.0,10.0,2020
H307-1902-34302,34302,BAY,{'IC'},3827604.0,3827614.0,2020
H307-1902-34302,34302,IC,{'DTH'},0.0,10.0,2020
H307-1902-34307,34307,RGT,{'DTH'},0.0,10.0,2020
H307-1902-34308,34308,IC,{'DTH'},0.0,10.0,2020
