Transmitter,TransmitterName,State,NextState,T_lower,T_upper,Setup
A180-1702-10460,10460,LVR,{'DTH'},0.0,10.0,2018
A180-1702-10769,10769,LVR,{'DTH'},0.0,10.0,2018
A180-1702-10953,10953,RGT,{'DTH'},0.0,10.0,2018
A180-1702-11142,11142,RGT,{'DTH'},2646412.0,2646422.0,2018
A180-1702-11268,11268,RGT,{'DTH'},0.0,10.0,2018
A180-1702-11474,11474,LVR,{'DTH'},0.0,10.0,2018
A180-1702-11775,11775,LVR,{'DTH'},0.0,10.0,2018
A180-1702-12835,12835,RGT,{'DTH'},0.0,10.0,2018
A180-1702-13006,13006,RGT,{'DTH'},0.0,10.0,2018
A180-1702-13411,13411,RGT,{'DTH'},2251649.0,2251659.0,2018
A180-1702-13686,13686,LVR,{'DTH'},0.0,10.0,2018
A180-1702-14322,14322,RGT,{'DTH'},0.0,10.0,2018
A180-1702-16499,16499,RGT,{'DTH'},0.0,10.0,2018
A180-1702-16519,16519,LVR,{'DTH'},0.0,10.0,2018
A180-1702-16612,16612,RGT,{'DTH'},0.0,10.0,2018
A180-1702-17286,17286,RGT,{'DTH'},0.0,10.0,2018
A180-1702-17427,17427,RGT,{'DTH'},2098342.0,2098352.0,2018
A180-1702-17778,17778,LVR,{'DTH'},0.0,10.0,2018
A180-1702-17875,17875,RGT,{'DTH'},0.0,10.0,2018
A180-1702-18207,18207,RGT,{'DTH'},0.0,10.0,2018
A180-1702-18625,18625,RGT,{'DTH'},0.0,10.0,2018
A180-1702-19759,19759,RGT,{'DTH'},3047822.0,3047832.0,2018
A180-1702-20182,20182,RGT,{'DTH'},0.0,10.0,2018
A180-1702-20256,20256,LVR,{'DTH'},0.0,10.0,2018
A180-1702-20960,20960,RGT,{'DTH'},0.0,10.0,2018
A180-1702-21508,21508,LVR,{'DTH'},0.0,10.0,2018
A180-1702-22150,22150,RGT,{'DTH'},0.0,10.0,2018
A180-1702-2247,2247,RGT,{'DTH'},0.0,10.0,2018
A180-1702-22770,22770,RGT,{'DTH'},0.0,10.0,2018
A180-1702-22909,22909,LVR,{'DTH'},0.0,10.0,2018
A180-1702-23199,23199,RGT,{'DTH'},0.0,10.0,2018
A180-1702-23204,23204,RGT,{'DTH'},0.0,10.0,2018
A180-1702-23356,23356,LVR,{'DTH'},0.0,10.0,2018
A180-1702-24040,24040,RGT,{'DTH'},0.0,10.0,2018
A180-1702-25023,25023,LVR,{'DTH'},2544651.0,2544661.0,2018
A180-1702-25159,25159,RGT,{'DTH'},4477669.0,4477679.0,2018
A180-1702-25483,25483,RGT,{'DTH'},892287.0,892297.0,2018
A180-1702-25934,25934,RGT,{'DTH'},0.0,10.0,2018
A180-1702-26384,26384,RGT,{'DTH'},0.0,10.0,2018
A180-1702-26573,26573,LVR,{'DTH'},0.0,10.0,2018
A180-1702-26585,26585,RGT,{'DTH'},0.0,10.0,2018
A180-1702-26799,26799,RGT,{'DTH'},0.0,10.0,2018
A180-1702-27159,27159,LVR,{'DTH'},14790.0,14800.0,2018
A180-1702-27363,27363,RGT,{'DTH'},0.0,10.0,2018
A180-1702-2788,2788,RGT,{'DTH'},2048044.0,2048054.0,2018
A180-1702-28360,28360,RGT,{'DTH'},21064.0,21074.0,2018
A180-1702-2878,2878,LVR,{'DTH'},0.0,10.0,2018
A180-1702-28942,28942,RGT,{'DTH'},0.0,10.0,2018
A180-1702-29050,29050,LVR,{'DTH'},0.0,10.0,2018
A180-1702-30286,30286,RGT,{'DTH'},0.0,10.0,2018
A180-1702-31622,31622,RGT,{'DTH'},0.0,10.0,2018
A180-1702-31947,31947,RGT,{'DTH'},0.0,10.0,2018
A180-1702-32066,32066,RGT,{'DTH'},0.0,10.0,2018
A180-1702-32305,32305,RGT,{'DTH'},1294780.0,1294790.0,2018
A180-1702-32533,32533,RGT,{'DTH'},93740.0,93750.0,2018
A180-1702-33653,33653,LVR,{'DTH'},0.0,10.0,2018
A180-1702-33929,33929,RGT,{'DTH'},0.0,10.0,2018
A180-1702-34491,34491,RGT,{'DTH'},0.0,10.0,2018
A180-1702-34527,34527,LVR,{'DTH'},0.0,10.0,2018
A180-1702-34840,34840,LVR,{'DTH'},1068604.0,1068614.0,2018
A180-1702-35042,35042,LVR,{'DTH'},0.0,10.0,2018
A180-1702-35119,35119,RGT,{'DTH'},924118.0,924128.0,2018
A180-1702-3558,3558,RGT,{'DTH'},0.0,10.0,2018
A180-1702-35675,35675,RGT,{'DTH'},0.0,10.0,2018
A180-1702-35880,35880,RGT,{'DTH'},0.0,10.0,2018
A180-1702-36109,36109,IC,{'DTH'},0.0,10.0,2018
A180-1702-36779,36779,LVR,{'DTH'},0.0,10.0,2018
A180-1702-37016,37016,RGT,{'DTH'},0.0,10.0,2018
A180-1702-37374,37374,RGT,{'DTH'},0.0,10.0,2018
A180-1702-38269,38269,LVR,{'DTH'},0.0,10.0,2018
A180-1702-38545,38545,LVR,{'DTH'},0.0,10.0,2018
A180-1702-3856,3856,LVR,{'DTH'},0.0,10.0,2018
A180-1702-38813,38813,RGT,{'DTH'},0.0,10.0,2018
A180-1702-39701,39701,LVR,{'DTH'},0.0,10.0,2018
A180-1702-40510,40510,LVR,{'DTH'},0.0,10.0,2018
A180-1702-4075,4075,LVR,{'DTH'},0.0,10.0,2018
A180-1702-40751,40751,LVR,{'DTH'},0.0,10.0,2018
A180-1702-41410,41410,RGT,{'DTH'},0.0,10.0,2018
A180-1702-41528,41528,LVR,{'DTH'},0.0,10.0,2018
A180-1702-42108,42108,RGT,{'DTH'},0.0,10.0,2018
A180-1702-42160,42160,LVR,{'DTH'},0.0,10.0,2018
A180-1702-42394,42394,LVR,{'DTH'},0.0,10.0,2018
A180-1702-42619,42619,RGT,{'DTH'},959007.0,959017.0,2018
A180-1702-42730,42730,LVR,{'DTH'},0.0,10.0,2018
A180-1702-43365,43365,LVR,{'DTH'},0.0,10.0,2018
A180-1702-43584,43584,RGT,{'DTH'},0.0,10.0,2018
A180-1702-44171,44171,LVR,"{'FSB', 'IC', 'HLD'}",0.0,1189708.0,2018
A180-1702-44593,44593,LVR,{'DTH'},0.0,10.0,2018
A180-1702-44880,44880,LVR,{'DTH'},0.0,10.0,2018
A180-1702-4520,4520,RGT,{'DTH'},0.0,10.0,2018
A180-1702-45941,45941,RGT,{'DTH'},0.0,10.0,2018
A180-1702-46466,46466,RGT,{'DTH'},4560587.0,4560597.0,2018
A180-1702-46467,46467,RGT,{'DTH'},4839731.0,4839741.0,2018
A180-1702-46469,46469,RGT,{'DTH'},180.0,190.0,2018
A180-1702-46470,46470,RGT,{'DTH'},459196.0,459206.0,2018
A180-1702-46471,46471,RGT,{'DTH'},310376.0,310386.0,2018
A180-1702-46472,46472,RGT,{'DTH'},418091.0,418101.0,2018
A180-1702-46473,46473,RGT,{'DTH'},21103.0,21113.0,2018
A180-1702-46474,46474,RGT,{'DTH'},498772.0,498782.0,2018
A180-1702-46475,46475,RGT,{'BAY'},118.0,128.0,2018
A180-1702-46475,46475,BAY,{'IC'},38353.0,38363.0,2018
A180-1702-46475,46475,IC,{'LVR'},1026.0,1283.0,2018
A180-1702-46475,46475,LVR,{'HLD'},485.0,968.0,2018
A180-1702-46475,46475,HLD,{'SVG'},15323.0,25586.0,2018
A180-1702-46476,46476,RGT,{'DTH'},771.0,781.0,2018
A180-1702-46478,46478,RGT,{'DTH'},315840.0,315850.0,2018
A180-1702-46479,46479,RGT,{'BAY'},12768.0,12778.0,2018
A180-1702-46479,46479,BAY,{'IC'},511313.0,511323.0,2018
A180-1702-46479,46479,IC,{'DTH'},3617.0,3627.0,2018
A180-1702-46480,46480,RGT,{'DTH'},10080.0,10090.0,2018
A180-1702-46481,46481,RGT,{'DTH'},643892.0,643902.0,2018
A180-1702-46482,46482,RGT,{'DTH'},385959.0,385969.0,2018
A180-1702-46483,46483,RGT,{'DTH'},686983.0,686993.0,2018
A180-1702-46485,46485,RGT,{'DTH'},866.0,876.0,2018
A180-1702-46486,46486,RGT,{'DTH'},35243.0,35253.0,2018
A180-1702-46487,46487,RGT,{'DTH'},4560228.0,4560238.0,2018
A180-1702-46488,46488,RGT,{'DTH'},221400.0,221410.0,2018
A180-1702-46489,46489,RGT,{'DTH'},188760.0,188770.0,2018
A180-1702-46490,46490,RGT,{'DTH'},859500.0,859510.0,2018
A180-1702-46491,46491,RGT,{'DTH'},363540.0,363550.0,2018
A180-1702-46492,46492,RGT,{'DTH'},651732.0,651742.0,2018
A180-1702-46493,46493,RGT,{'BAY'},246420.0,246430.0,2018
A180-1702-46493,46493,BAY,{'IC'},41384.0,41394.0,2018
A180-1702-46493,46493,IC,{'BAY'},1919.0,1929.0,2018
A180-1702-46493,46493,BAY,{'RGT'},116957.0,116967.0,2018
A180-1702-46493,46493,RGT,{'DTH'},119158.0,119168.0,2018
A180-1702-46494,46494,RGT,{'DTH'},4782300.0,4782310.0,2018
A180-1702-46495,46495,RGT,{'BAY'},87.0,97.0,2018
A180-1702-46495,46495,BAY,{'IC'},712553.0,712563.0,2018
A180-1702-46495,46495,IC,{'LVR'},84082.0,84092.0,2018
A180-1702-46495,46495,LVR,{'IC'},38.0,82.0,2018
A180-1702-46495,46495,IC,{'LVR'},0.0,37.0,2018
A180-1702-46495,46495,LVR,{'IC'},88.0,126.0,2018
A180-1702-46495,46495,IC,{'LVR'},0.0,40.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,39.0,2018
A180-1702-46495,46495,IC,{'LVR'},0.0,44.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,82.0,2018
A180-1702-46495,46495,IC,{'LVR'},0.0,80.0,2018
A180-1702-46495,46495,LVR,{'IC'},592.0,719.0,2018
A180-1702-46495,46495,IC,{'LVR'},0.0,338.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,464.0,2018
A180-1702-46495,46495,IC,{'LVR'},0.0,332.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,329.0,2018
A180-1702-46495,46495,IC,{'LVR'},944.0,1319.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,250.0,2018
A180-1702-46495,46495,IC,{'LVR'},426.0,550.0,2018
A180-1702-46495,46495,LVR,{'IC'},82.0,124.0,2018
A180-1702-46495,46495,IC,{'LVR'},83.0,209.0,2018
A180-1702-46495,46495,LVR,{'IC'},445.0,823.0,2018
A180-1702-46495,46495,IC,{'LVR'},0.0,384.0,2018
A180-1702-46495,46495,LVR,{'IC'},710.0,841.0,2018
A180-1702-46495,46495,IC,{'LVR'},240.0,327.0,2018
A180-1702-46495,46495,LVR,{'IC'},921.0,1587.0,2018
A180-1702-46495,46495,IC,{'LVR'},1314.0,2255.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,920.0,2018
A180-1702-46495,46495,IC,{'LVR'},0.0,977.0,2018
A180-1702-46495,46495,LVR,{'IC'},42.0,675.0,2018
A180-1702-46495,46495,IC,{'LVR'},1706.0,2786.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,1242.0,2018
A180-1702-46495,46495,IC,{'LVR'},2338.0,2757.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,81.0,2018
A180-1702-46495,46495,IC,{'LVR'},1085.0,1328.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,205.0,2018
A180-1702-46495,46495,IC,{'LVR'},865.0,1104.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,240.0,2018
A180-1702-46495,46495,IC,{'LVR'},643.0,712.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,38.0,2018
A180-1702-46495,46495,IC,{'LVR'},43.0,53.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,85.0,2018
A180-1702-46495,46495,IC,{'LVR'},431.0,565.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,88.0,2018
A180-1702-46495,46495,IC,{'LVR'},402.0,721.0,2018
A180-1702-46495,46495,LVR,{'IC'},1257.0,2046.0,2018
A180-1702-46495,46495,IC,{'LVR'},299.0,932.0,2018
A180-1702-46495,46495,LVR,{'IC'},422.0,672.0,2018
A180-1702-46495,46495,IC,{'LVR'},811.0,939.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,40.0,2018
A180-1702-46495,46495,IC,{'LVR'},1339.0,1457.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,119.0,2018
A180-1702-46495,46495,IC,{'LVR'},743.0,1071.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,708.0,2018
A180-1702-46495,46495,IC,{'LVR'},129.0,590.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,81.0,2018
A180-1702-46495,46495,IC,{'LVR'},286.0,370.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,84.0,2018
A180-1702-46495,46495,IC,{'LVR'},38.0,113.0,2018
A180-1702-46495,46495,LVR,{'IC'},117.0,192.0,2018
A180-1702-46495,46495,IC,{'LVR'},1765.0,2523.0,2018
A180-1702-46495,46495,LVR,{'IC'},1041.0,1970.0,2018
A180-1702-46495,46495,IC,{'LVR'},3063.0,3275.0,2018
A180-1702-46495,46495,LVR,{'IC'},0.0,481.0,2018
A180-1702-46495,46495,IC,{'DTH'},5960.0,6436.0,2018
A180-1702-46496,46496,RGT,{'DTH'},330060.0,330070.0,2018
A180-1702-46497,46497,RGT,{'DTH'},4809005.0,4809015.0,2018
A180-1702-46498,46498,RGT,{'DTH'},1492.0,1502.0,2018
A180-1702-46499,46499,RGT,{'DTH'},1469728.0,1469738.0,2018
A180-1702-46500,46500,RGT,{'DTH'},836.0,846.0,2018
A180-1702-46501,46501,RGT,{'BAY'},122019.0,122029.0,2018
A180-1702-46501,46501,BAY,{'IC'},39168.0,39178.0,2018
A180-1702-46501,46501,IC,{'BAY'},7556.0,7566.0,2018
A180-1702-46501,46501,BAY,{'RGT'},211717.0,211727.0,2018
A180-1702-46501,46501,RGT,{'DTH'},3360.0,3370.0,2018
A180-1702-46503,46503,RGT,{'DTH'},635708.0,635718.0,2018
A180-1702-46504,46504,RGT,{'DTH'},1260.0,1270.0,2018
A180-1702-46505,46505,RGT,{'DTH'},555921.0,555931.0,2018
A180-1702-46506,46506,RGT,{'DTH'},11161.0,11171.0,2018
A180-1702-46507,46507,RGT,{'DTH'},660.0,670.0,2018
A180-1702-46508,46508,RGT,{'DTH'},439287.0,439297.0,2018
A180-1702-46510,46510,RGT,{'DTH'},510000.0,510010.0,2018
A180-1702-46511,46511,RGT,{'DTH'},4818767.0,4818777.0,2018
A180-1702-46512,46512,RGT,{'DTH'},27240.0,27250.0,2018
A180-1702-46513,46513,RGT,{'BAY'},294.0,304.0,2018
A180-1702-46513,46513,BAY,{'IC'},104197.0,104207.0,2018
A180-1702-46513,46513,IC,{'DTH'},0.0,10.0,2018
A180-1702-46514,46514,RGT,{'DTH'},55263.0,55273.0,2018
A180-1702-46515,46515,RGT,{'DTH'},4321381.0,4321391.0,2018
A180-1702-46516,46516,RGT,{'DTH'},7996.0,8006.0,2018
A180-1702-46517,46517,RGT,{'DTH'},193111.0,193121.0,2018
A180-1702-46518,46518,RGT,{'DTH'},1319.0,1329.0,2018
A180-1702-46519,46519,RGT,{'DTH'},281196.0,281206.0,2018
A180-1702-46520,46520,RGT,{'DTH'},4837549.0,4837559.0,2018
A180-1702-46521,46521,RGT,{'DTH'},247560.0,247570.0,2018
A180-1702-46522,46522,RGT,{'DTH'},3699811.0,3699821.0,2018
A180-1702-46523,46523,RGT,{'DTH'},1250.0,1260.0,2018
A180-1702-46524,46524,RGT,{'DTH'},117395.0,117405.0,2018
A180-1702-46525,46525,RGT,{'DTH'},4686812.0,4686822.0,2018
A180-1702-46526,46526,RGT,{'DTH'},243182.0,243192.0,2018
A180-1702-46527,46527,RGT,{'DTH'},2077.0,2087.0,2018
A180-1702-46528,46528,RGT,{'DTH'},3025974.0,3025984.0,2018
A180-1702-46529,46529,RGT,{'BAY'},720.0,730.0,2018
A180-1702-46529,46529,BAY,{'IC'},352815.0,352825.0,2018
A180-1702-46529,46529,IC,{'DTH'},0.0,10.0,2018
A180-1702-46530,46530,RGT,{'DTH'},633274.0,633284.0,2018
A180-1702-46531,46531,RGT,{'DTH'},4837232.0,4837242.0,2018
A180-1702-46532,46532,RGT,{'BAY'},634927.0,634937.0,2018
A180-1702-46532,46532,BAY,{'IC'},76680.0,76690.0,2018
A180-1702-46532,46532,IC,{'BAY'},3029.0,3039.0,2018
A180-1702-46532,46532,BAY,{'RGT'},161770.0,161780.0,2018
A180-1702-46532,46532,RGT,{'DTH'},459480.0,459490.0,2018
A180-1702-46533,46533,RGT,{'DTH'},24849.0,24859.0,2018
A180-1702-46534,46534,RGT,{'DTH'},4867081.0,4867091.0,2018
A180-1702-46535,46535,RGT,{'DTH'},1876893.0,1876903.0,2018
A180-1702-46536,46536,RGT,{'DTH'},453431.0,453441.0,2018
A180-1702-46537,46537,RGT,{'DTH'},3763223.0,3763233.0,2018
A180-1702-46539,46539,RGT,{'DTH'},4866631.0,4866641.0,2018
A180-1702-46540,46540,RGT,{'DTH'},464996.0,465006.0,2018
A180-1702-46541,46541,RGT,{'DTH'},191222.0,191232.0,2018
A180-1702-46542,46542,RGT,{'DTH'},4839318.0,4839328.0,2018
A180-1702-46543,46543,RGT,{'DTH'},1171.0,1181.0,2018
A180-1702-46545,46545,RGT,{'DTH'},1980.0,1990.0,2018
A180-1702-46546,46546,RGT,{'DTH'},236645.0,236655.0,2018
A180-1702-46547,46547,RGT,{'BAY'},132673.0,132683.0,2018
A180-1702-46547,46547,BAY,{'IC'},119970.0,119980.0,2018
A180-1702-46547,46547,IC,{'BAY'},1078.0,1088.0,2018
A180-1702-46547,46547,BAY,{'RGT'},77681.0,77691.0,2018
A180-1702-46547,46547,RGT,{'DTH'},4505085.0,4505095.0,2018
A180-1702-46551,46551,RGT,{'DTH'},420.0,430.0,2018
A180-1702-46553,46553,RGT,{'BAY'},51027.0,51037.0,2018
A180-1702-46553,46553,BAY,{'IC'},161862.0,161872.0,2018
A180-1702-46553,46553,IC,{'LVR'},5391.0,5756.0,2018
A180-1702-46553,46553,LVR,{'IC'},0.0,409.0,2018
A180-1702-46553,46553,IC,{'DTH'},2730.0,2774.0,2018
A180-1702-46554,46554,RGT,{'DTH'},280364.0,280374.0,2018
A180-1702-46555,46555,RGT,{'BAY'},22910.0,22920.0,2018
A180-1702-46555,46555,BAY,{'IC'},53391.0,53401.0,2018
A180-1702-46555,46555,IC,{'LVR'},11182.0,11595.0,2018
A180-1702-46555,46555,LVR,{'HLD'},12710.0,13582.0,2018
A180-1702-46555,46555,HLD,{'LVR'},27606.0,29169.0,2018
A180-1702-46555,46555,LVR,"{'FSB', 'IC', 'HLD'}",50070.0,56147.0,2018
A180-1702-46556,46556,RGT,{'BAY'},16293.0,16303.0,2018
A180-1702-46556,46556,BAY,{'IC'},15324.0,15334.0,2018
A180-1702-46556,46556,IC,{'LVR'},337226.0,337298.0,2018
A180-1702-46556,46556,LVR,{'HLD'},4732.0,5118.0,2018
A180-1702-46556,46556,HLD,{'LVR'},127.0,716.0,2018
A180-1702-46556,46556,LVR,{'HLD'},2227.0,2862.0,2018
A180-1702-46556,46556,HLD,{'SVG'},27584.0,34424.0,2018
A180-1702-46557,46557,RGT,{'DTH'},487195.0,487205.0,2018
A180-1702-46558,46558,RGT,{'BAY'},27880.0,27890.0,2018
A180-1702-46558,46558,BAY,{'IC'},78582.0,78592.0,2018
A180-1702-46558,46558,IC,{'LVR'},104676.0,104756.0,2018
A180-1702-46558,46558,LVR,{'IC'},0.0,81.0,2018
A180-1702-46558,46558,IC,{'LVR'},613.0,647.0,2018
A180-1702-46558,46558,LVR,{'IC'},0.0,162.0,2018
A180-1702-46558,46558,IC,{'LVR'},84.0,637.0,2018
A180-1702-46558,46558,LVR,{'IC'},122.0,546.0,2018
A180-1702-46558,46558,IC,{'LVR'},410.0,449.0,2018
A180-1702-46558,46558,LVR,{'IC'},8638.0,9274.0,2018
A180-1702-46558,46558,IC,{'LVR'},2486.0,3288.0,2018
A180-1702-46558,46558,LVR,{'IC'},0.0,416.0,2018
A180-1702-46558,46558,IC,{'LVR'},327.0,580.0,2018
A180-1702-46558,46558,LVR,{'IC'},0.0,43.0,2018
A180-1702-46558,46558,IC,{'LVR'},43.0,53.0,2018
A180-1702-46558,46558,LVR,{'IC'},0.0,254.0,2018
A180-1702-46558,46558,IC,{'LVR'},279.0,660.0,2018
A180-1702-46558,46558,LVR,{'IC'},0.0,213.0,2018
A180-1702-46558,46558,IC,{'LVR'},0.0,239.0,2018
A180-1702-46558,46558,LVR,{'IC'},0.0,199.0,2018
A180-1702-46558,46558,IC,{'LVR'},44.0,235.0,2018
A180-1702-46558,46558,LVR,{'IC'},0.0,237.0,2018
A180-1702-46558,46558,IC,{'LVR'},36.0,728.0,2018
A180-1702-46558,46558,LVR,{'IC'},963.0,2111.0,2018
A180-1702-46558,46558,IC,{'LVR'},40.0,588.0,2018
A180-1702-46558,46558,LVR,{'IC'},0.0,46.0,2018
A180-1702-46558,46558,IC,{'LVR'},0.0,131.0,2018
A180-1702-46558,46558,LVR,{'IC'},418.0,666.0,2018
A180-1702-46558,46558,IC,{'LVR'},839.0,1120.0,2018
A180-1702-46558,46558,LVR,{'IC'},42.0,205.0,2018
A180-1702-46558,46558,IC,{'DTH'},585941.0,585984.0,2018
A180-1702-46559,46559,RGT,{'BAY'},1949.0,1959.0,2018
A180-1702-46559,46559,BAY,{'IC'},13264.0,13274.0,2018
A180-1702-46559,46559,IC,{'BAY'},82759.0,82769.0,2018
A180-1702-46559,46559,BAY,{'RGT'},31417.0,31427.0,2018
A180-1702-46559,46559,RGT,{'BAY'},5570.0,5580.0,2018
A180-1702-46559,46559,BAY,{'IC'},76293.0,76303.0,2018
A180-1702-46559,46559,IC,{'LVR'},164583.0,165238.0,2018
A180-1702-46559,46559,LVR,{'IC'},2226.0,2926.0,2018
A180-1702-46559,46559,IC,{'LVR'},0.0,339.0,2018
A180-1702-46559,46559,LVR,{'IC'},0.0,339.0,2018
A180-1702-46559,46559,IC,{'LVR'},0.0,209.0,2018
A180-1702-46559,46559,LVR,{'IC'},0.0,209.0,2018
A180-1702-46559,46559,IC,{'LVR'},0.0,503.0,2018
A180-1702-46559,46559,LVR,{'IC'},576.0,1337.0,2018
A180-1702-46559,46559,IC,{'LVR'},158210.0,159119.0,2018
A180-1702-46559,46559,LVR,{'IC'},22621.0,23512.0,2018
A180-1702-46559,46559,IC,{'LVR'},4860.0,5686.0,2018
A180-1702-46559,46559,LVR,{'IC'},309.0,1109.0,2018
A180-1702-46559,46559,IC,{'LVR'},0.0,334.0,2018
A180-1702-46559,46559,LVR,{'IC'},0.0,121.0,2018
A180-1702-46559,46559,IC,{'LVR'},284.0,465.0,2018
A180-1702-46559,46559,LVR,{'IC'},0.0,137.0,2018
A180-1702-46559,46559,IC,{'LVR'},0.0,89.0,2018
A180-1702-46559,46559,LVR,{'IC'},0.0,216.0,2018
A180-1702-46559,46559,IC,{'LVR'},164.0,452.0,2018
A180-1702-46559,46559,LVR,{'IC'},211.0,462.0,2018
A180-1702-46559,46559,IC,{'LVR'},146920.0,147506.0,2018
A180-1702-46559,46559,LVR,{'HLD'},2042.0,3013.0,2018
A180-1702-46559,46559,HLD,{'SVG'},35629.0,42565.0,2018
A180-1702-46560,46560,RGT,{'BAY'},21503.0,21513.0,2018
A180-1702-46560,46560,BAY,{'IC'},19248.0,19258.0,2018
A180-1702-46560,46560,IC,{'LVR'},18767.0,19550.0,2018
A180-1702-46560,46560,LVR,{'IC'},324.0,1111.0,2018
A180-1702-46560,46560,IC,{'LVR'},193.0,269.0,2018
A180-1702-46560,46560,LVR,{'IC'},43.0,202.0,2018
A180-1702-46560,46560,IC,{'LVR'},0.0,129.0,2018
A180-1702-46560,46560,LVR,{'IC'},41.0,87.0,2018
A180-1702-46560,46560,IC,{'LVR'},41.0,492.0,2018
A180-1702-46560,46560,LVR,{'IC'},0.0,652.0,2018
A180-1702-46560,46560,IC,{'LVR'},83.0,742.0,2018
A180-1702-46560,46560,LVR,{'IC'},6559.0,11328.0,2018
A180-1702-46560,46560,IC,{'LVR'},9583.0,13936.0,2018
A180-1702-46560,46560,LVR,{'IC'},2234.0,2317.0,2018
A180-1702-46560,46560,IC,{'LVR'},0.0,165.0,2018
A180-1702-46560,46560,LVR,{'HLD'},17361.0,22625.0,2018
A180-1702-46560,46560,HLD,{'SVG'},73027.0,82025.0,2018
A180-1702-46561,46561,RGT,{'DTH'},54480.0,54490.0,2018
A180-1702-46562,46562,RGT,{'DTH'},717171.0,717181.0,2018
A180-1702-46563,46563,RGT,{'DTH'},2040.0,2050.0,2018
A180-1702-46564,46564,RGT,{'BAY'},1505.0,1515.0,2018
A180-1702-46564,46564,BAY,{'IC'},36424.0,36434.0,2018
A180-1702-46564,46564,IC,{'BAY'},95254.0,95264.0,2018
A180-1702-46564,46564,BAY,{'RGT'},176467.0,176477.0,2018
A180-1702-46564,46564,RGT,{'BAY'},7846.0,7856.0,2018
A180-1702-46564,46564,BAY,{'IC'},417086.0,417096.0,2018
A180-1702-46564,46564,IC,{'LVR'},3808.0,4197.0,2018
A180-1702-46564,46564,LVR,{'HLD'},66703.0,67359.0,2018
A180-1702-46564,46564,HLD,{'SVG'},37182.0,42575.0,2018
A180-1702-46565,46565,RGT,{'DTH'},777504.0,777514.0,2018
A180-1702-46567,46567,RGT,{'DTH'},277687.0,277697.0,2018
A180-1702-46568,46568,RGT,{'BAY'},124756.0,8915081.0,2018
A180-1702-46568,46568,LVR,{'DTH'},0.0,8790325.0,2018
A180-1702-46569,46569,RGT,{'DTH'},382585.0,382595.0,2018
A180-1702-46570,46570,RGT,{'BAY'},20700.0,20710.0,2018
A180-1702-46570,46570,BAY,{'IC'},16745.0,16755.0,2018
A180-1702-46570,46570,IC,{'LVR'},10747.0,11117.0,2018
A180-1702-46570,46570,LVR,{'IC'},1070.0,1978.0,2018
A180-1702-46570,46570,IC,{'LVR'},40.0,608.0,2018
A180-1702-46570,46570,LVR,{'IC'},0.0,38.0,2018
A180-1702-46570,46570,IC,{'LVR'},276.0,314.0,2018
A180-1702-46570,46570,LVR,{'IC'},0.0,416.0,2018
A180-1702-46570,46570,IC,{'LVR'},2912.0,3459.0,2018
A180-1702-46570,46570,LVR,{'IC'},0.0,162.0,2018
A180-1702-46570,46570,IC,{'LVR'},85.0,128.0,2018
A180-1702-46570,46570,LVR,{'IC'},79.0,127.0,2018
A180-1702-46570,46570,IC,{'LVR'},2230.0,2349.0,2018
A180-1702-46570,46570,LVR,{'IC'},0.0,118.0,2018
A180-1702-46570,46570,IC,{'LVR'},85.0,126.0,2018
A180-1702-46570,46570,LVR,{'IC'},0.0,459.0,2018
A180-1702-46570,46570,IC,{'LVR'},17187.0,17922.0,2018
A180-1702-46570,46570,LVR,{'FSB'},328.0,642.0,2018
A180-1702-46570,46570,FSB,{'LVR'},0.0,40.0,2018
A180-1702-46570,46570,LVR,{'FSB'},0.0,40.0,2018
A180-1702-46570,46570,FSB,{'LVR'},0.0,36.0,2018
A180-1702-46570,46570,LVR,{'FSB'},0.0,45.0,2018
A180-1702-46570,46570,FSB,{'DTH'},171065.0,171076.0,2018
A180-1702-46571,46571,RGT,{'BAY'},5561.0,5571.0,2018
A180-1702-46571,46571,BAY,{'IC'},29535.0,29545.0,2018
A180-1702-46571,46571,IC,{'LVR'},8628.0,9543.0,2018
A180-1702-46571,46571,LVR,{'IC'},4410.0,5526.0,2018
A180-1702-46571,46571,IC,{'LVR'},11172.0,12174.0,2018
A180-1702-46571,46571,LVR,{'IC'},3435.0,11465.0,2018
A180-1702-46571,46571,IC,{'LVR'},716.0,9280.0,2018
A180-1702-46571,46571,LVR,{'IC'},0.0,2458.0,2018
