Species,TagType,FL,Weight,AcousticTag,RFID,Setup
LFCS,Acoustic,145.0,36.7,454,3DD.003D585A3F,2020
LFCS,Acoustic,175.0,61.4,459,3DD.003D585A84,2020
LFCS,Acoustic,154.0,32.7,453,3DD.003D585A40,2020
LFCS,Acoustic,150.0,39.2,464,3DD.003D585A46,2020
LFCS,Acoustic,167.0,50.4,448,3DD.003D585A4D,2020
LFCS,Acoustic,163.0,47.4,452,3DD.003D585A4E,2020
LFCS,Acoustic,158.0,46.0,450,3DD.003D585A58,2020
LFCS,Acoustic,133.0,25.3,440,3DD.003D585A5A,2020
LFCS,Acoustic,176.0,64.8,447,3DD.003D585A5B,2020
LFCS,Acoustic,138.0,29.5,458,3DD.003D585A6A,2020
LFCS,Acoustic,176.0,64.6,446,3DD.003D585A6F,2020
LFCS,Acoustic,180.0,68.4,456,3DD.003D585A70,2020
LFCS,Acoustic,149.0,38.4,457,3DD.003D585A72,2020
LFCS,Acoustic,187.0,75.5,455,3DD.003D585A81,2020
LFCS,Acoustic,165.0,56.7,449,3DD.003D585A82,2020
LFCS,Acoustic,170.0,56.0,439,3DD.003D585A8B,2020
LFCS,Acoustic,138.0,31.8,462,3DD.003D585A8E,2020
LFCS,Acoustic,183.0,73.3,460,3DD.003D585A8F,2020
LFCS,Acoustic,155.0,41.6,463,3DD.003D585A92,2020
LFCS,Acoustic,152.0,21.6,451,3DD.003D585A98,2020
LFCS,Acoustic,146.0,33.0,461,3DD.003D585AA0,2020
LFCS,Acoustic,156.0,43.3,472,3DD.003D584C3E,2020
LFCS,Acoustic,155.0,43.0,505,3DD.003D585A79,2020
LFCS,Acoustic,183.0,71.9,466,3DD.003D584C33,2020
LFCS,Acoustic,168.0,58.3,469,3DD.003D584C45,2020
LFCS,Acoustic,188.0,82.3,470,3DD.003D584C4F,2020
LFCS,Acoustic,148.0,37.0,471,3DD.003D584C6B,2020
LFCS,Acoustic,175.0,63.2,473,3DD.003D584C85,2020
LFCS,Acoustic,154.0,41.4,496,3DD.003D585A48,2020
LFCS,Acoustic,195.0,86.5,495,3DD.003D585A4B,2020
LFCS,Acoustic,146.0,35.8,497,3DD.003D585A5F,2020
LFCS,Acoustic,192.0,79.3,506,3DD.003D585A66,2020
LFCS,Acoustic,139.0,30.8,508,3DD.003D585A73,2020
LFCS,Acoustic,173.0,64.9,465,3DD.003D585A75,2020
LFCS,Acoustic,161.0,50.9,507,3DD.003D585A85,2020
LFCS,Acoustic,195.0,90.5,504,3DD.003D585A86,2020
LFCS,Acoustic,137.0,25.5,502,3DD.003D585A90,2020
LFCS,Acoustic,168.0,51.9,498,3DD.003D585A94,2020
LFCS,Acoustic,173.0,62.1,503,3DD.003D585A96,2020
LFCS,Acoustic,177.0,69.4,500,3DD.003D585A99,2020
LFCS,Acoustic,164.0,44.7,501,3DD.003D585A9C,2020
LFCS,Acoustic,150.0,28.0,499,3DD.003D585A9D,2020
